Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Virulence Factor","Victors","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.4441","ERJ99_033200",,"15599404","Pseudomonas aeruginosa","phzM","Phenazine-specific methyltransferase PhzM",,"",,,"15213173",100,100,100,"1e-190"
"BLAT","Transporter","TCDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.372","ACFX5B_11180",,"Q9HT70","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Methionine ABC transporter ATP-binding protein","the atp-binding cassette (abc) superfamily.","3.A.1.24.5",,,,100,100,100,"1e-188"
"BLAT","Antibiotic Resistance","CARD","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.597",,,"AAA50993.1","Escherichia coli",,"Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,,,49,98,90,"2e-98"
"BLAT","Transporter","TCDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.2174","ACFX5A_17470",,"Q9I6X4","Pseudomonas aeruginosa","triC","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.27",,,"10984043",100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.6457","ERJ99_015530",,"Q9HU22","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","rmlA","Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)","Thymidine-5'-Phosphate;Thymidine-5'-Triphosphate;Alpha-D-Glucose-1-Phosphate;2'-Deoxy-Thymidine-Beta-L-Rhamnose;2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose;Citric Acid;Deoxythymidine","Drug target",,,,100,100,99,"1e-168"
"BLAT","Antibiotic Resistance","CARD","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1931","NDR77_11360",,"BAE06005.1","Pseudomonas aeruginosa","mexM","RND efflux system, membrane fusion protein",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"1e-209"
"BLAT","Virulence Factor","VFDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.2553","ACFX5B_20340",,"VFG000136","Pseudomonas aeruginosa PAO1","mucC","Sigma factor RpoE regulatory protein RseC",,"Antiphagocytosis,Serum resistance",,,,100,100,100,"5e-79"
"BLAT","Virulence Factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.185","KB219_22525",,"VFG014707","Pseudomonas aeruginosa PAO1","motC","Flagellar motor rotation protein MotA",,"",,,,100,100,99,"1e-134"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.3693","NDR77_15480",,"B7V849","Pseudomonas aeruginosa strain LESB58",,"Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine",,"1.B.25.1.32",,,,100,100,99,"1e-269"
"BLAT","Virulence Factor","Victors","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.4074","ACFX5A_23895",,"15599404","Pseudomonas aeruginosa","phzM","Phenazine-specific methyltransferase PhzM",,"",,,"15213173",100,100,99,"1e-189"
"BLAT","Antibiotic Resistance","CARD","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.736","ACFX5A_11480",,"BAE06008.1","Pseudomonas aeruginosa","mexQ","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.2194","OQ293_02215",,"Q9X6V3","Pseudomonas aeruginosa","pbpA","Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)","Ceftazidime;Cefepime","Drug target",,,,100,100,100,"0.0"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.5377","NDR77_20660",,"VFG044083","Pseudomonas aeruginosa PAO1","ptxR","Transcriptional regulator PtxR, LysR family",,"Nutritional/Metabolic factor",,,,100,100,100,"1e-178"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.2692","ERJ99_028270",,"VFG000143","Pseudomonas aeruginosa PAO1","waaF","ADP-heptose--lipooligosaccharide heptosyltransferase II",,"Immune modulation",,,,100,100,100,"1e-205"
"BLAT","Virulence Factor","VFDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.2878","ACFX5B_20700",,"VFG000172","Pseudomonas aeruginosa PAO1","phzM","Phenazine-specific methyltransferase PhzM",,"Pigment,Antimicrobial activity",,,,100,100,100,"1e-190"
"BLAT","Drug Target","DrugBank","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3063","ERJ99_008065",,"P28793","Pseudomonas fragi","fadB","Enoyl-CoA hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)","3,6,9,12,15-PENTAOXATRICOSAN-1-OL","Drug target",,,,100,100,86,"0.0"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2933","RBB72_14220",,"Q9I404","Pseudomonas aeruginosa strain ATCC 15692",,"Glutamate/aspartate ABC transporter, permease protein GltK (TC 3.A.1.3.4)",,"3.A.1.3.22",,,,99,100,100,"1e-121"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.399","IEG03_01945",,"Q9HXB2","Pseudomonas aeruginosa",,"Iron(III) dicitrate transport protein FecA @ Iron siderophore receptor protein",,"1.B.14.1.12",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5504","OQ293_09665",,"WP_058165042.1","Pseudomonas aeruginosa",,"Predicted integral membrane protein",,"9.B.430.1.3",,,,100,100,99,"4e-85"
"BLAT","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5123","RBB72_24890",,"NP_253661.1","Pseudomonas aeruginosa PAO1","OpmH","Outer membrane channel TolC (OpmH)",,"efflux pump conferring antibiotic resistance",,,,100,100,100,"1e-274"
"BLAT","Antibiotic Resistance","CARD","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4709","ACFX5B_04980",,"AAB41958.1","Pseudomonas aeruginosa","oprJ","Multidrug efflux system, outer membrane factor lipoprotein => OprJ of MexCD-OprJ system",,"efflux pump conferring antibiotic resistance",,,,100,100,98,"1e-264"
"BLAT","Virulence Factor","Victors","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.5100","ACFX5C_26995",,"116052272","Pseudomonas aeruginosa UCBPP-PA14","katA","Catalase KatE (EC 1.11.1.6)",,"",,,"15972537",100,100,100,"1e-296"
"BLAT","Virulence Factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.76","NDR77_00370",,"VFG000195","Pseudomonas aeruginosa PAO1","pcr2","Type III secretion chaperone SycN",,"Secretion system,Type III secretion system",,,,100,100,99,"2e-65"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.4287","OQ293_29590",,"W0WL02","Pseudomonas aeruginosa MH38",,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)",,"3.A.1.5.39",,,,100,100,100,"0.0"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.849","NDR77_09155",,"VFG001221","Pseudomonas aeruginosa PAO1","pilN","Type IV pilus biogenesis protein PilN",,"Adherence",,,,100,100,100,"1e-106"
"K-mer Search","Antibiotic Resistance","PATRIC","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.897","RBB72_04385",,,,"APH(6)-Ic/APH(6)-Id","Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id","Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id","antibiotic inactivation enzyme","Aminoglycosides","streptomycin","3889831;15722395",,,,
"BLAT","Antibiotic Resistance","NDARO","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2165","RBB72_10540",,"WP_063840509.1","Pseudomonas aeruginosa",,"Aminoglycoside 4'-nucleotidyltransferase (EC 2.7.7.-) => ANT(4')-II","MULTISPECIES: class A beta-lactamase TEM-156","",,,,100,100,90,"1e-133"
"K-mer Search","Antibiotic Resistance","PATRIC","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1503","RBB72_07360",,,,"Ddl","D-alanine--D-alanine ligase (EC 6.3.2.4)","D-alanine--D-alanine ligase (EC 6.3.2.4)","antibiotic target in susceptible species","Cycloserine","D-cycloserine","24303782;24033232",,,,
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.2093","ERJ99_026950",,"VFG001228","Pseudomonas aeruginosa PAO1",,"twitching motility protein PilJ",,"Adherence",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3203","ERJ99_008330",,,,"MexCD-OprJ","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexD of MexCD-OprJ system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexD of MexCD-OprJ system","efflux pump conferring antibiotic resistance","Cephalosporins, Penams, Tetracyclines, Phenicol antibiotics, Diaminopyrimidines, Aminocoumarin antibiotics, Aminoglycosides, Macrolides, Fluoroquinolones Quinolones Quinolines","chloramphenicol;gentamicin C;erythromycin;novobiocin;tetracycline;trimethoprim;ofloxacin","8878035",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.4258","NDR77_17585",,"2303",,,"Multidrug resistance transporter, Bcr/CflA family","bcr-1","antibiotic efflux","bicyclomycin-like","bicyclomycin",,100,103,96,"0"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.2122","NDR77_11955",,"Q5QF60","Pseudomonas phage F116",,"Phage holin","the pseudomonas phage f116 holin (f116 holin) family.","1.E.25.1.1",,,,100,100,100,"4e-40"
"K-mer Search","Antibiotic Resistance","PATRIC","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.6794","ERJ99_016855",,,,"OccK11/OpdR","Outer membrane low permeability porin, OprD family => OccK11/OpdR","Outer membrane low permeability porin, OprD family => OccK11/OpdR","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,"22272184",,,,
"BLAT","Virulence Factor","VFDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.6478","ACFX5C_07265",,"VFG000186","Pseudomonas aeruginosa PAO1","pscT","Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,,,100,100,98,"1e-141"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.4404","NDR77_03620",,"Q59646","Pseudomonas aeruginosa strain ATCC 15692","norC","Nitric-oxide reductase subunit C (EC 1.7.99.7)",,"3.D.4.10.3",,,,100,100,99,"1e-82"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2373","RBB72_11555",,"VFG001243","Pseudomonas aeruginosa PAO1","flgJ","Flagellar protein FlgJ [peptidoglycan hydrolase]",,"Motility",,,,62,100,99,"1e-139"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.6010","OQ293_12020",,"VFG002074","Pseudomonas aeruginosa PAO1","tssF","T6SS component TssF (ImpG/VasA)",,"Effector delivery system",,,,100,100,99,"0.0"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1838","RBB72_08990",,"440",,"mexA","Multidrug efflux system, membrane fusion component => MexA of MexAB-OprM","MexA","antibiotic efflux","macrolide; fluoroquinolone; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline; peptide; aminocoumarin; diaminopyrimidine; sulfonamide; phenicol; penem","erythromycin;ciprofloxacin;tetracycline;ceftazidime;ceftriaxone;meropenem;novobiocin;azithromycin;trimethoprim;sulfamethoxazole;chloramphenicol;aztreonam;colistin A;colistin B;ampicillin;nalidixic acid;panipenem;ticarcillin;trimethoprim-sulfamethoxazole",,100,100,100,"0"
"BLAT","Virulence Factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.2968","KB219_08950",,"VFG001260","Pseudomonas aeruginosa PAO1","fliQ","Flagellar biosynthesis protein FliQ",,"Adherence,Motility",,,,100,100,100,"4e-42"
"BLAT","Virulence Factor","VFDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.4126","ACFX5A_24155",,"VFG001230","Pseudomonas aeruginosa PAO1","fimV","Probable type IV pilus assembly FimV-related transmembrane protein",,"Adherence,Twitching motility",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4339","ACFX5B_25720",,"W0WL02","Pseudomonas aeruginosa MH38",,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)","the atp-binding cassette (abc) superfamily.","3.A.1.5.39",,,,100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.6656",,,"VFG016041","Pseudomonas aeruginosa PAO1","pvdI","Pyoverdine sidechain non-ribosomal peptide synthetase PvdI @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"",,,,3,100,98,"1e-107"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.859","IEG03_04185",,"P19072","Pseudomonas aeruginosa","brnQ","Na(+)-dependent branched-chain amino acid transporter","the branched chain amino acid:cation symporter (livcs) family.","2.A.26.1.1",,,"10984043;2111004",100,100,99,"1e-242"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.4016","RBB72_19465",,"WP_106451403.1","Pseudomonas aeruginosa","mprF","Alanylphosphatidylglycerol synthase (EC 2.3.2.11)",,"4.H.1.1.5",,,,99,98,99,"0.0"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1838","NDR77_11225",,"VFG001227","Pseudomonas aeruginosa PAO1",,"type IV pili signal transduction protein PilI",,"Adherence",,,,100,100,100,"1e-101"
"BLAT","Antibiotic Resistance","CARD","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5675","IEG03_27765",,"NP_250710.1","Pseudomonas aeruginosa PAO1","mexZ","Transcriptional repressor of mexXY operon, MexZ",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,98,"1e-114"
"BLAT","Drug Target","TTD","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5708","OQ293_10585",,"T68237",,"algR","Alginate biosynthesis two-component system response regulator AlgR",,,,,,100,100,86,"1e-121"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.5967","NDR77_22835",,"Q48L33","Pseudomonas savastanoi pv. phaseolicola strain 1448A",,"Uncharacterized metal-dependent hydrolase YcfH",,"3.A.16.1.5",,,,98,99,85,"1e-126"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.5556","ACFX5C_28415",,"O68827","Pseudomonas aeruginosa","rarD","Uncharacterized inner membrane protein RarD","the drug/metabolite transporter (dmt) superfamily.","2.A.7.7.1",,,"10984043",100,100,99,"1e-170"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1549","OQ293_21290",,"VFG000193","Pseudomonas aeruginosa PAO1","popN","Type III secretion outermembrane contact sensing protein (YopN,Yop4b,LcrE)",,"Effector delivery system",,,,100,100,99,"1e-155"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5480","RBB72_26640",,"O85763","Pseudomonas putida.",,"Alkanesulfonate ABC transporter substrate-binding protein SsuA",,"3.A.1.17.2",,,,90,90,85,"1e-141"
"K-mer Search","Antibiotic Resistance","PATRIC","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.38","ACFX5C_31495",,,,"Tet(G)","Tetracycline resistance, MFS efflux pump => Tet(G)","Tetracycline resistance, MFS efflux pump => Tet(G)","efflux pump conferring antibiotic resistance","Tetracyclines","tetracycline�","10543801",,,,
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5592","IEG03_27355",,"VFG016041","Pseudomonas aeruginosa PAO1","pvdI","Pyoverdine sidechain non-ribosomal peptide synthetase PvdI @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"",,,,11,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.6493","ACFX5C_07340",,"VFG000201","Pseudomonas aeruginosa PAO1","pcrV","Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)",,"Secretion system,Type III secretion system",,,,100,100,98,"1e-161"
"BLAT","Virulence Factor","Victors","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.3233","NDR77_14760",,"15598930","Pseudomonas aeruginosa PAO1 ","thrC","Threonine synthase (EC 4.2.3.1)",,"",,,"14641575",100,100,99,"1e-275"
"BLAT","Drug Target","TTD","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.1711","ACFX5A_15170",,"TTDR00328",,"rsd","Alginate regulatory protein AlgQ, positive transcriptional regulator of AlgD",,"",,,,100,100,100,"6e-90"
"K-mer Search","Antibiotic Resistance","PATRIC","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.6117","OQ293_12545",,,,"OccD5/OpdI","Outer membrane low permeability porin, OprD family => OccD5/OpdI","Outer membrane low permeability porin, OprD family => OccD5/OpdI","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,"22272184",,,,
"BLAT","Virulence Factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.4708","OQ293_30070",,"VFG000171","Pseudomonas aeruginosa PAO1","pchA","Isochorismate synthase (EC 5.4.4.2) @ Isochorismate synthase (EC 5.4.4.2) [pyochelin] siderophore @ Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis",,"Iron uptake,Siderophore",,,,100,100,99,"1e-283"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.4848","OQ293_30755",,"VFG000164","Pseudomonas aeruginosa PAO1","fptA","Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore",,"Nutritional/Metabolic factor",,,,100,100,100,"0.0"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5464","RBB72_26560",,"VFG041013","Pseudomonas aeruginosa PAO1",,"T6SS component Hcp",,"Effector delivery system",,,,12,100,100,"2e-03"
"K-mer Search","Antibiotic Resistance","PATRIC","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.5147",,,,,"OprB","Carbohydrate-selective porin OprB","Carbohydrate-selective porin OprB","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,"7768797;8125108",,,,
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5548","RBB72_26965",,"VFG044083","Pseudomonas aeruginosa PAO1","ptxR","Transcriptional regulator PtxR, LysR family",,"Nutritional/Metabolic factor",,,,100,100,99,"1e-176"
"BLAT","Virulence Factor","VFDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.1699","ACFX5B_16075",,"VFG000115","Pseudomonas aeruginosa PAO1","toxA","hypothetical protein",,"Toxin,Intracellular toxin,ADP-ribosyltransferase,A-B type,Molecular mimicry",,,,100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.2643","ACFX5C_17625",,"VFG000119","Pseudomonas aeruginosa PAO1","algR","Alginate biosynthesis two-component system response regulator AlgR",,"Antiphagocytosis,Serum resistance",,,,100,100,100,"1e-137"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1557","OQ293_21330",,"VFG000185","Pseudomonas aeruginosa PAO1","pscU","Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)",,"Effector delivery system",,,,100,100,99,"1e-192"
