Isolate ID	Quality Module	Genotype	Predicted Phenotype	CGE Predicted Phenotype	Plasmid	Scheme	Sequence Type	Genome Length	N50 value	Number of Contigs Greater Than Or Equal To 300 bp	Quality Module Feedback
GCA_036867475.1_ASM3686747v1_genomic	Failed	aac(6')-Ib3, aac(6')-Ib3, aadA6, aph(3')-IIb, blaIMP-1b, blaOXA-10, blaOXA-50, blaPAO, catB7, crpP, dfrA15, fosA, rmtF, sul1	amikacin, tobramycin, streptomycin, kanamycin, unknown[blaIMP-1b_1_MK388919], ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, gentamicin, sulfisoxazole	Amikacin, Tobramycin, Spectinomycin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Gentamicin, Sulfamethoxazole	None	paeruginosa	4936	6790385	130554	148	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186575.1_ASM4018657v1_genomic	Failed	aac(6')-Ib3, aadA2, aph(3')-Ia, aph(3')-IIb, blaOXA-395, blaPAO, catB7, CmlA7, dfrA1, fosA, sul1, tet(C)	amikacin, tobramycin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA7_1_JQ639792], trimethoprim, fosfomycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Spectinomycin, Streptomycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Trimethoprim, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	1971	6624435	269699	75	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186585.1_ASM4018658v1_genomic	Failed	aadA11, aph(3')-IIb, blaNDM-1, blaOXA-395, blaPAO, catB7, fosA, msr(E), qnrVC1, sul1	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, fosfomycin, erythromycin, azithromycin, ciprofloxacin I/R, sulfisoxazole	Spectinomycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Chloramphenicol, Fosfomycin, Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Ciprofloxacin, Sulfamethoxazole	None	paeruginosa	773	6869827	177950	114	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186595.1_ASM4018659v1_genomic	Failed	aph(3')-Ia, aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	244	7048915	229086	118	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186605.1_ASM4018660v1_genomic	Failed	aph(3')-Ia, aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	244	7053832	356581	98	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186615.1_ASM4018661v1_genomic	Failed	aph(3')-Ia, aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	244	7051853	278369	106	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186675.1_ASM4018667v1_genomic	Failed	aph(3')-Ia, aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	244	7049346	273672	103	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186685.1_ASM4018668v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	908	6330846	320447	54	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186695.1_ASM4018669v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	1677	6403095	563753	56	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186705.1_ASM4018670v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	988	6361646	403051	53	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186715.1_ASM4018671v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	988	6372839	264628	60	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186775.1_ASM4018677v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Fosfomycin	None	paeruginosa	2620	6483464	238873	76	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186785.1_ASM4018678v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	988	6363368	403051	55	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186795.1_ASM4018679v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-50, blaPAO, catB7, crpP, fosA, sul1	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, fosfomycin, sulfisoxazole	Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole	None	paeruginosa	357	7086140	215262	94	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186805.1_ASM4018680v1_genomic	Failed	aac(6')-Ib3, aph(3')-Ia, aph(3')-IIb, blaOXA-10, blaOXA-494, blaPAO, catB7, CmlA9, fosA, rmtF, sul1, tet(G)	amikacin, tobramycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, gentamicin, streptomycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Unknown Beta-lactam, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Gentamicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	244	7149565	312536	119	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186815.1_ASM4018681v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	381	7354210	256667	107	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186875.1_ASM4018687v1_genomic	Failed	aph(3')-IIb, blaOXA-488, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	5184	6528828	285131	69	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186885.1_ASM4018688v1_genomic	Failed	aph(3')-IIb, blaOXA-50, fosA	kanamycin, ampicillin, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Fosfomycin	None	paeruginosa	5183	6410556	386895	56	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186915.1_ASM4018691v1_genomic	Failed	aph(3')-IIb, blaOXA-396, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	155	6784022	412307	60	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186925.1_ASM4018692v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	532	6720823	267788	69	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186935.1_ASM4018693v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	2556	6510196	243818	61	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186975.1_ASM4018697v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	664	7061540	306479	106	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186985.1_ASM4018698v1_genomic	Failed	aac(3)-Id, aac(6')-Il, ant(3'')-Ia, aph(3')-IIb, ARR-2, blaOXA-10, blaOXA-50, blaPAO, blaVEB-1, catB7, crpP, dfrB2, dfrB5, fosA, qnrVC1, sul1, tet(A)	gentamicin, streptomycin, kanamycin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, sulfisoxazole, tetracycline	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Streptomycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6711031	212842	101	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040186995.1_ASM4018699v1_genomic	Failed	aac(6')-Ib3, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-10, blaOXA-488, blaPAO, catB7, FloR, fosA, rmtF, sul1, sul2	amikacin, tobramycin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[FloR_4_CP136914], fosfomycin, gentamicin, sulfisoxazole	Amikacin, Tobramycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Unknown Beta-lactam, Cefepime, Ceftazidime, Chloramphenicol, Florphenicol, Fosfomycin, Sulfamethoxazole	None	paeruginosa	308	7121160	238893	84	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187015.1_ASM4018701v1_genomic	Failed	aac(6')-Il, ant(2'')-Ia, ant(3'')-Ia, aph(3')-IIb, blaOXA-10, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA9, crpP, dfrB2, fosA, rmtD2, sul1, tet(A), tet(G)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, trimethoprim, fosfomycin, amikacin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Gentamicin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Kanamycin, Netilmicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6848539	213511	85	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187045.1_ASM4018704v1_genomic	Failed	aac(6')-Ib-Hangzhou, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaGES-9, blaOXA-395, blaPAO, CmlA9, dfrA5, ere(A), fosA, rmtF, sul1, tet(G)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, unknown[CmlA9_1_JN406319], trimethoprim, erythromycin, fosfomycin, amikacin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefoxitin, Cefotaxime, Ceftazidime, Aztreonam, Piperacillin, Ticarcillin, Meropenem, Cefepime, Chloramphenicol, Trimethoprim, Erythromycin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	1203	6880520	364784	65	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187055.1_ASM4018705v1_genomic	Failed	aac(6')-Ib-Hangzhou, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaGES-9, blaOXA-395, blaPAO, CmlA9, dfrA5, ere(A), fosA, rmtF, sul1, tet(G)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, unknown[CmlA9_1_JN406319], trimethoprim, erythromycin, fosfomycin, amikacin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefoxitin, Cefotaxime, Ceftazidime, Aztreonam, Piperacillin, Ticarcillin, Meropenem, Cefepime, Chloramphenicol, Trimethoprim, Erythromycin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	1203	6919653	270573	72	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187095.1_ASM4018709v1_genomic	Failed	aph(3')-IIb, blaOXA-50	kanamycin, ampicillin	Unknown Aminoglycoside, Amoxicillin, Ampicillin	None	paeruginosa	5182	6585522	198291	77	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187105.1_ASM4018710v1_genomic	Failed	aph(3')-IIb, blaOXA-486, blaPAO, catB7, crpP, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin	None	paeruginosa	639	6547678	306194	63	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187115.1_ASM4018711v1_genomic	Failed	aph(3')-IIb, blaOXA-486, blaPAO, catB7, crpP, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin	None	paeruginosa	639	6543105	271477	73	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187125.1_ASM4018712v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-395, blaPAO, CmlA9, dfrA5, ere(A), fosA, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, unknown[CmlA9_1_JN406319], trimethoprim, erythromycin, fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Trimethoprim, Erythromycin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	1203	7029689	79101	317	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187135.1_ASM4018713v1_genomic	Failed	aac(6')-Ib, aph(3')-IIb, blaOXA-10, blaOXA-4, blaOXA-50, blaPAO, catB7, CmlA9, crpP, fosA, sul1, tet(G)	amikacin, gentamicin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Unknown Beta-lactam, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	664	7003535	270044	84	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187185.1_ASM4018718v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	970	6483218	389054	56	Genome length is not within the acceptable length range [4000000,6000000]
GCA_040187195.1_ASM4018719v1_genomic	Failed	aac(6')-Ib-Hangzhou, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaGES-9, blaOXA-395, blaPAO, CmlA9, dfrA5, ere(A), fosA, rmtF, sul1, tet(G)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, unknown[CmlA9_1_JN406319], trimethoprim, erythromycin, fosfomycin, amikacin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefoxitin, Cefotaxime, Ceftazidime, Aztreonam, Piperacillin, Ticarcillin, Meropenem, Cefepime, Chloramphenicol, Trimethoprim, Erythromycin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	1203	6878607	333177	74	Genome length is not within the acceptable length range [4000000,6000000]
